Input.ngram,MTurk_label
"case number 10-cv-00092 in the U.S. District Court for the Eastern District of Texas. Avago is represented by Mayer Brown LLP and Potter Minton PC. Avago Technologies is a leading supplier of analog interface components for communications, industrial and consumer applications. By leveraging its core competencies in III-V compound and silicon semiconductor design and processing, the company provides an extensive range of analog, mixed signal and optoelectronics components and subsystems to approximately 40,000 end customers. Backed by strong customer service support, the company's products serve four diverse end markets: wireless communications, wired infrastructure, industrial and automotive electronics, and consumer and computing peripherals.",True
"Keynote speakers at the workshop include Dr. Walter Scott, founder and chief technical officer and executive vice president of DigitalGlobe, and Russ Romanella, director of safety and mission assurance for NASA's Kennedy Space Center. In addition to Ball Aerospace and the Aerospace Corporation, those attending the invitation-only conference include: AEI Systems, Aeroflex, the Applied Physics Laboratory, BAE Systems, Boeing, General Dynamics, Harris, International Rectifier, Kratos, Loral Space Systems, Lockheed Martin, M.S. Kennedy, the Missile Defense Agency, Micropac Industries, MIT Lincoln Labs, NASA, Northrop Grumman, the National Reconnaissance Office, Orbital Sciences Corporation, Raytheon, and the U.S. Air Force. Ball Aerospace & Technologies Corp. supports critical missions for national agencies such as the Department of Defense, NASA, NOAA and other U.S. government and commercial entities. The company develops and manufactures spacecraft, advanced instruments and sensors, components, data exploitation systems and RF solutions for strategic, tactical and scientific applications. For more information visit www.ballaerospace.com . ",False
"TO THE EXTENT NOT PROHIBITED BY APPLICABLE LAW, NEITHER XMOS NOR ITS LICENSORS SHALL BE LIABLE FOR ANY LOST REVENUE, PROFIT, CONTRACTS OR DATA, OR FOR SPECIAL, INDIRECT, CONSEQUENTIAL, INCIDENTAL OR PUNITIVE DAMAGES HOWEVER CAUSED AND REGARDLESS OF THEORY OF LIABILITY ARISING OUT OF THE USE OF OR INABILITY TO USE THE TOOLS (OR ANY PART THEREOF) , EVEN IF XMOS HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",False
"The SanDisk memory card class action lawsuit argued that SanDisk had not meaningfully, adequately, or conspicuously misled consumers into thinking that the devices had more memory than they really do. The consumers argued that the deception financially injured them because they had to pay more for a product for which they might have paid less if they had known its true storage capacity. According to Judge Freeman, the front of the package listed the storage capacity in terms of gigabyte, for example, as 64 GB, with an asterisk next to it. Allegedly, the asterisk is on the back of the package as well, noting that 1 GB = 1,000,000,000. The judge determined that this labeling was sufficient to inform consumers about the true storage capacity of the devices.",True
"If you had problems with your LG fridge not cooling, tell us your story by filling out the form on this page. An attorney working with ClassAction.org may then reach out to you directly to explain more about your rights and what you can do. No. It doesn t cost anything to contact us or to speak to one of the attorneys we work with. A class action lawsuit has been filed against LG Electronics alleging a defect is causing some of its fridges to stop cooling. ",True
"BRANCH BANKING AND TRUST COMPANY Defendant: MAXIM INTEGRATED PRODUCTS, INC., MAXIM INTEGRATED PRODUCTS, COMERICA INC, FIRST UNITED BANK & TRUST CO., STARBUCKS CORPORATION, EXPEDIA, INC., MOBIATA LLC, HOTELS.COM LP, HOTELS.COM GP, LLC, HOTWIRE INC., GROUPON, INC., UNION BANK, N.A., UNIONBANCAL CORPORATION, SOUTHWEST AIRLINES CO., CAPITAL ONE FINANCIAL CORPORATION, BANK OF THE WEST, QVC, INC. Plaintiff: THE PNC FINANCIAL SERVICES GROUP, INC., PNC BANK, NATIONAL ASSOCIATION, THE VANGUARD GROUP, INC., JACK HENRY & ASSOCIATES, INC,, FIDELITY BROKERAGE SERVICES LLC., KEYCORP, KEYBANK NATIONAL ASSOCIATION, MAXIM INTEGRATED PRODUCTS, INC., CHIPOTLE MEXICAN GRILL, INC., CLAIRMAIL INC., BRANCH BANKING AND TRUST COMPANY MEMORANDUM OPINION re: ",False
"Updated ARM Holdings has helped form a consortium that has bought the rights to the majority of the patent portfolio of rival RISC chip biz MIPS Technologies. MIPS could have been a contender for clients and servers but almost certainly won't be now. MIPS chips have a minimalist, low-power design much like the various ARM processors do and have been popular inside of routers and other embedded devices. But ARM, which is trying to harness the enthusiasm behind its own RISC architecture and turn it into a very big pile of money, is clearly on the rise and MIPS, not so much. Given the litigious nature of tech companies these days and sour grapes in general, it is far better for ARM to buy access to the patents than to try to fight a legal battle on one front with MIPS while fighting a tech battle with Intel on the other front. ",False
"""Ball's proactive approach to mission assurance makes us a trusted partner in risk-based decision making,"" said Sherri Fike, Ball's vice president of Mission Assurance. As an example Fike cited the company's mission assurance best practice of utilizing an automated corrective action and tracking system. Keynote speakers at the workshop include Dr. Walter Scott, founder and chief technical officer and executive vice president of DigitalGlobe, and Russ Romanella, director of safety and mission assurance for NASA's Kennedy Space Center. In addition to Ball Aerospace and the Aerospace Corporation, those attending the invitation-only conference include: AEI Systems, Aeroflex, the Applied Physics Laboratory, BAE Systems, Boeing, General Dynamics, Harris, International Rectifier, Kratos, Loral Space Systems, Lockheed Martin, M.S. Kennedy, the Missile Defense Agency, Micropac Industries, MIT Lincoln Labs, NASA, Northrop Grumman, the National Reconnaissance Office, Orbital Sciences Corporation, Raytheon, and the U.S. Air Force. Ball Aerospace & Technologies Corp. supports critical missions for national agencies such as the Department of Defense, NASA, NOAA and other U.S. government and commercial entities.",False
"Securities and Exchange Commission v. Carl W. Jasper, Case No. CV-07-6122 JW (N.D.Cal.) On April 23, 2010, a federal district court jury found Carl W. Jasper, former Chief Financial Officer of Sunnyvale, Calif.-based Maxim Integrated Products, liable for securities fraud and other charges. The SEC sued Jasper (along with Maxim and its former CEO) in 2007, alleging that Jasper engaged in a scheme to backdate stock option grants to company personnel, allowing the company to conceal hundreds of millions of dollars of compensation costs and report dramatically inflated income to investors. ",True
"Get no payment. This is the only option that allows you to keep your right to bring any other lawsuit against Lenovo and Superfish for claims related to this case. Postmarked or Submitted Online by March 25, 2019 You can write the Court about why you like or do not like the Settlement. You can t ask the Court to order a larger settlement.",True
"2009 Alcatel-Lucent sells its remaining share of Thales and outsources its IT to HP. 2011 Wim Sweldens leads a wireless group to develop lightRadio, a technology to reduce the size of cell towers to tiny cubes. 2014 October 1, Alcatel-Lucent announces the spin-off of the Enterprise division to China Huaxin forming the standalone organization of Alcatel-Lucent Enterprise. 2015 Nokia Corporation announces its intentions to acquire Alcatel-Lucent for $16.6 billion. 2016 Nokia gains control of Alcatel-Lucent.",False
"If you re unsure if you qualify, please read the FAQ section of the Settlement Administrator s website to ensure you meet all standards (Top Class Actions is not a Settlement Administrator). If you don t qualify for this settlement, check out our database of other open class action settlements you may be eligible for. UPDATE: The Lenovo Laptop Adware Class Action Settlement was granted final approval on April 24, 2019.",True
"The Federal Circuit s opinion in Texas Advanced Optoelectronic Solutions, Inc. v. Renesas Electronics America, Inc. , 18 reveals how close a question whether a patent has disclosed a trade secret can be. It also makes clear that a defendant seeking to use a patent as evidence of disclosure of a claimed trade secret must take care to map the patent disclosure to each possible combination of the claimed trade secret information. The plaintiff, Texas Advanced Optoelectronic Solutions (TAOS), and the defendant, Intersil, both developed and sold ambient light sensors used in electronic devices to adjust screen brightness in response to incident light. 19",True
" Google filed a petition for writ of certiorari with the Supreme Court of the United States in January 2019 to challenge the two rulings that were made by the Appeals Court towards Oracle's favor. In its petition, Google centered their case on whether copyright extends to a software interface like an API, and whether the use of the Java API by Google fell within fair use as found at the jury trials. In orders issued in April 2019, the Court asked the Solicitor General of the United States to file an amicus brief to outline the government's stance on the case.",True
"Both James Clapper and Undersecretary of Defense for Intelligence Michael Vickers have looked over Alexander's investments and declared them to be completely free of conflicts of interest, but a look at some of Alexander's investments doesn't necessarily justify these unequivocal statements . Alexander invested as much as $15,000 in: Pericom Semiconductor, a company that has designed technology for the closed-circuit television and video surveillance markets ; RF Micro Devices designs, which manufactures high-performance radio frequency technology that is also used for surveillance; and Synchronoss Technologies , a cloud storage firm that provides a cloud platform to mobile phone carriers (the NSA has been accused of hacking into cloud storage providers). In addition, RF Micro Devices secured nearly $13 million in R&D contracts from the US government between 2004 and 2010, with most of that money coming from the Defense Department. And while Pericom doesn't seem to have any direct contracts with the government, its products are (or were) used by Harris Corporation, the manufacturer of Stingray cell tower spoofers . ",False
"The now wholly owned subsidiary of ECD Ovonics was renamed Ovonic Hydrogen Systems LLC. Panasonic EV Energy (PEVE), a joint venture between Matsushita and Toyota begun in 1996, pioneered several advances in large-format NiMH batteries suitable for electric vehicles. PEVE supplied higher capacity (28Ah-95Ah) NiMH batteries for use in Toyota, Honda, and Ford battery electric vehicles (BEVs) that began production in 1997.",False
"necessary to conduct the investigation, construction, operation, maintenance and other similar remedial activities. In arranging for access and otherwise making remedial decisions, the Project Manager shall coordinate with and not unreasonably interfere with or disrupt the ongoing activities and business operations of Microsemi at the Facility or on the Microsemi Property. With respect to access to property outside the Microsemi Property, the Parties shall continue to abide by the terms of any previous access arrangements, including, without limitation, (i) the Access Agreement attached as Exhibit E to the Curphy Agreement; (ii) the Easements and Licenses between Microsemi and Farmers Reservoir & Irrigation Company dated February 14, 1997; and (iii) the Site Project Management: The Parties shall appoint a Project Manager to oversee the remedial activities and communicate with the regulatory agencies and the Parties.",False
"(I.R.S. Employer (Former name or former address, if changed since last report.) settlement in its lawsuit with Winbond Electronics of Taiwan. The Company filed a lawsuit against Winbond in July 1998 in the U.S. District Court in San Jose, Lawsuit with Winbond"" is attached hereto as Exhibit 99.1. As part of the settlement, Winbond agreed to a consent judgment and will not 99.1 Press Release, dated as of October 1, 2000 entitled ""SST Reaches Pursuant to the requirements of the Securities Exchange Act of 1934, Vice President Finance & Administration, 99.1 Press Release, dated as of October 1, 2000 entitled ""SST Reaches ",True
"1234 David W. Axelrod, Connie C. Kong, Schwabe, Williamson & Wyatt, P.C., Portland, OR, Aaron B. Craig, Harold A. Barza, J.D. Horton, Ryan S. Goldstein, Tigran Guledjian, Quinn Emanuel Urquhart Oliver & Hedges, LLP, Los Angeles, CA, for Plaintiffs Seiko Epson Corporation; Epson America, Inc.; and Epson Portland, Inc. Timothy S. Dejong, Stoll Stoll Berne Lokting & Schlachter, PC, Portland, OR, Edward O'Connor, Stephen M. Lobbin, The Eclipse Group LLP, Irvine, CA, for Defendants Glory South Software Manufacturing, Inc.; Butterfly Print Image Corp., LTD; Ink Lab (H.K.) Co., LTD; Nectron International, LTD; Nine Star Image Co., LTD;",False
"In January 2019, the United States Patent and Trademark Office denied Motorola Solutions request of inter partes review of claims of this patent, which means Motorola Solutions failed in trying to invalidate Hytera's patent. On November 16, 2018, ITC ruled in Hytera s favor in its final decision, which makes clear that Hytera s new-generation i-Series products do not infringe Motorola Solutions patents and can continue to be imported and sold in the United States. However, it is unfortunate that Motorola Solutions, unable to meet its anti-competitive goal of excluding Hytera from the marketplace in the courtroom, is continuing to attempt to disrupt Hytera and confuse its customers, even in Canada, where the U.S. ITC has no jurisdiction. This practice is not acceptable and MSI will be compelled to answer regulatory questions about its misinformation campaign when defending itself from Hytera s U.S. lawsuit under the Sherman Antitrust and Lanham Acts, and state law. MSI will also answer to U.S. courts regarding its approach to properly licensing other companies intellectual property, as part of Hytera s lawsuit against Motorola Solutions for patent infringement. ",True
US-based computer data storage company Western Digital has been named in a patent infringement lawsuit by a Texas-based company.,True
"they had double-checked and still didn't turn up the degrees. Microsemi said as a result of the recent investigation, it will conduct background checks on its current and future officers and directors. The board said it will amend the company's code of ethics to make it clear that lying about one's credentials is a violation of business ethics and can get you in trouble. ""Despite the results of the inquiry, we recognize that our Chief Executive Officer, Jim Peterson, has built a highly successful and profitable enterprise at Microsemi during the past nine years, with a strong business plan and vision for the future,"" said Dennis Leibel, chairman of Microsemi's board of directors in a statement. The company is presently fighting an antitrust lawsuit from the US Department of Justice over its $25m buy of rival Semicoa Semiconductors.",True
"According to U.S. District Judge Beth Labson Freeman, SanDisk s use of the term gigabyte to describe the amount of storage in some memory cards and flash drives was not deceptive. The judge went on to say that the consumers did not provide any evidence that SanDisks advertisement was deceptive, other than noting that SanDisk uses the term gigabyte. In the judge s words, the customers do not allege any words or images other than GB that might be misleading. The judge elaborated as to why just the word gigabyte itself was not misleading. She agreed with SanDisk s argument that gigabyte is an ambiguous term, so",True
"Intravisual Inc. has fired off a patent infringement suit against Fujitsu Microelectronics America Inc. , NEC Electronics America Inc. , Texas Instruments Inc. and other technology companies over a patent used in videoconferencing. The Marshall, Texas-based plaintiff filed the complaint Monday in the U. S. District Court for the Eastern District of Texas in an effort to obtain damages for the defendants alleged infringement. The suit also names Marvell Semiconductor Inc. , Nvidia Corp. , NXP Semiconductors USA Inc. , Qualcomm Inc. , Samsung Semiconductor Inc. , STMicroelectronics Inc. and TridentMicrosystems Inc. as defendants. Intravisual claims in the suit that certain video decoders made by the defendants infringe. . . In the legal profession, information is the key to success.",True
"From the first month onwards, the benefits are greater than the running costs thanks to the low monthly costs. Controlling becomes easier and more efficient, settlement is more reliable and the system's intuitive operation results in less incorrect entries. In-house financing is available for Vectron POS 12 II PCT, Vectron POS 15 II PCT, POS Mobile Pro III and software. For detailed information on our products and a non-binding leasing offer please refer to the respective product pages . Our inexpensive Full Service Agreement protects you from the dangers of day-to-day work during the whole leasing term. ",False
"Some of the patents at issue followed from in-house innovation; others were acquired from its 2015 purchase of IBM's semiconductor business, which brought in more than 16,000 patents. The 25 complaints allege that TSMC 7nm, 10nm, 12nm, 16nm , and 28nm chips infringe 16 GF patents . The complaints have been filed with the US International Trade Commission (2 complaints), US District Court for the District of Delaware (6 complaints), US District Court for the Western District of Texas (13 complaints), Regional Court of Mannheim, Germany (2 complaints), and Regional Court of D sseldorf, Germany (2 complaints). In addition to TSMC, defendants named in the complaints include: fabless chip designers Apple, Broadcom, Mediatek, nVidia, Qualcomm, and Xilinx; electronic component makers Avnet/EBV, Digi-key, and Mouser; and product makers",True
"No. 19-2-18093-5 SEA (the Rapacki Complaint and together with the Keith Complaint and the Delman Complaint, the State Court Actions ). In addition, as described in the Proxy Statement, on June 20, 2019, a putative shareholder class action complaint was filed in the United States District Court, District of Delaware, against Cray, the individual members of our Board, HPE and Merger Sub, captioned Davie v. Cray Inc. et al., Case No. 1:19-cv-01148-UNA (the Davie Complaint ).",True
"Equivalents. During the vesting period and deferral periods, you will accrue the right to receive an amount equal to the dividends (if any) paid on the Intersil Common Stock attributable to your MSU award as if you owned the underlying Intersil Common Stock. These amounts will be held by the Company and distributed without interest on the applicable payment date for the portion of the MSU award to which such dividends relate, and shall be forfeited to the extent that the applicable portion of the MSU award is forfeited. 7. Nature of Unvested Common Stock Subject to the MSU Award.",False
"Well, it probably won't end everything exactly. The settlement between the companies doesn't stop antitrust cases brought by governments. After AMD filed its case in 2004 , European regulators brought a separate case that led to a $1.5 billion fine, which Intel is now appealing . And last week, New York Attorney General Andrew Cuomo filed another antitrust suit against Intel . ""Those cases filed by those government regulators will continue,"" Intel spokesman Tom Beerman said.",True
"(NASDAQ: XLNX), the leader in adaptive and intelligent computing, today announced that it has filed claims against Analog Devices, Inc., asserting infringement of eight United States patents in the United States District Court for the District of Delaware. The lawsuit details the unauthorized use by Analog Devices of certain Xilinx technologies involving serializers/deserializers (SerDes), high-speed analog-to-digital converters (ADCs) and digital-to-analog converters (DACs), as well as mixed-signal devices targeting 5G and other markets. In addition to seeking damages, Xilinx is requesting that Analog Devices be enjoined from selling, offering to sell, or importing into the United States, products that infringe Xilinx s asserted patents. Xilinx has made important advances in RF signal chain technologies and has been awarded a significant number of fundamental patents by the U.S. Patent and Trademark Office, says Catia Hagopian, senior vice president, General Counsel, Xilinx, Inc. As our claims indicate, we believe Analog Devices is infringing our intellectual property rights and",True
"Gosney Dep. II at 49-51. In other words, when used in the 512-byte mode, the Toshiba memory chip user can store 512 bytes of user data with no overhead or any other kind of data. When the chip is operating in 528-byte mode, the user can read or write 512 bytes of user data plus 16 bytes of other data, including overhead, to a single page. However, the chip user (Lexar) decides what data will be written to each page.",False
"Silicon Motion represents, warrants, and agrees that the prices charged for the Product: (a) will not be higher than the price set forth on Exhibit A; and (b) will be the best price at which on the same or similar products were sold or offered for sale by Silicon Motion or any of its affiliates to any other customer during the quarter in which the Product was sold to Lexar or Lexar s designated subcontractors. INVENTORY. At the end of each month, Lexar will supply to Silicon Motion a non-binding ninety (90) day rolling forecast prepared on a best efforts basis (the Forecast ). Silicon Motion agrees to negotiate with Lexar in good faith Forecast. Furthermore, Lexar will use good faith efforts to purchase a pre-determined quantity of Product defined on Exhibit B ( Estimated Purchase Quantity ) during the 2005 fiscal calendar year, subject to market conditions and competitive product pricing and other terms.",False
"No. 1:07-cv-02301 (D.D.C.) (RBW) (filed December 21, 2007) SEC Files Settled Action Against Lucent Technologies Inc. in Connection With Payments of Chinese Officials' Travel and Entertainment Expenses; Company Agrees to Pay $1.5 Million Civil Penalty The Securities and Exchange Commission today filed a settled complaint against Lucent Technologies Inc. (""Lucent"") in the United States District Court for the District of Columbia alleging violations of the books and records and internal controls provisions of the Foreign Corrupt Practices Act.",True
"You can opt out anytime. If you are one of the many who bought an Acer laptop computer in the last five or so years and have been dealing with computer freezes, shut downs and general computer malaise, there may be good news. Acer America Corp has agreed to the settlement of a class action law suit that was filed against it in 2009 for allegedly not including enough RAM in their computers to meet Vista specifications. After extensive, arm's length negotiations , the Taiwanese-owned company said that it will settle, but does not admit to any wrongdoing. The suit was filed by two Ohio residents, Clay and Lora Wolph, who said they purchased a 4520-5458 at Walmart in 2008, and then found that the computer would freeze or crash during operation. ",True
"Monument Policy Group has promoted Ryan Spangler to vice president and Megan Dunn to senior manager at the firm effective immediately, the firm announced Tuesday. Spangler has been with Monument since June 2007. His previous position was senior director. Dunn has been with Monument since 2012 and was previously a legislative manager. MOTOROLA HIRES MERCURY",False
"The pattern of suing and countersuing really began in 2009 as the smartphone market grew more rapidly. 2009, Oct 22 : Nokia sues Apple over 10 patents. 2009, Dec 11: Apple countersues Nokia over 13 patents. 2009, Dec 29: Nokia files a second lawsuit and a U.S. International Trade Commission (ITC) complaint against Apple over 7 more patents.",True
"Inc. ( Orphan ) (JPI and Orphan are collectively referred to as Defendants ); and Shelley Lauterbach (the Relator ); through their authorized representatives. Collectively, all of the above will be referred to as the Parties. Agreement, the Parties agree to the following: pharmaceutical products in the United States, including a drug it sold under the trade name Xyrem (registered as sodium oxybate); WHEREAS, on or about January 24, 2005, Relator, an individual resident of Alabama and former sales representative for Orphan, filed a qui tam action in the United States District Court for the Eastern District of New York captioned United States of America and the States of California, Delaware, Florida, Hawaii, Illinois, Massachusetts, Nevada, New Mexico, Tennessee, Texas, Virginia, and the District of Columbia ex rel. Lauterbach v. Orphan Medical Inc. and C. WHEREAS, on or about June 24, 2005, JPI acquired Orphan, and on or about January 1, 2006, ",True
"KKR in its acquisition of Epicor Software Corporation, and its investment in Jitterbit $131 billion in registered public offerings by Apple, including its $17 billion bond offering the largest corporate debt offering in history at the time Versum Materials in connection with its definitive agreement to be acquired by Merck KGaA, Darmstadt, Germany in a transaction reflecting an enterprise value of approximately $6.5 billion The underwriters in Tesla s $260 million initial public offering the first IPO by a U.S. auto manufacturer since 1956 and subsequent public offerings, aggregating more than $10 billion Avago Technologies (now Broadcom Corporation) in shareholder class actions arising out of the company s acquisition of PLX Technology, and $16 billion in new credit facilities to finance Avago s $37 billion acquisition of Broadcom Federal Circuit affirmation of invalidity determination of the Patent Trial and Appeal Board on behalf of CSR relating to a patent owned by Skullcandy Inc. NXP Semiconductors in its $40 billion merger with Freescale Semiconductor, including securing antitrust and CFIUS clearance, as well as in its IPO and numerous equity and debt offerings aggregating over $12 billion McKesson Corporation in its $1.1 billion acquisition of CoverMyMeds, LLC ThermoFisher Scientific s $6.5 billion of financing, including financing in connection with its acquisition of FEI Company ",False
"Gibson and several others named in the civil lawsuit are also facing felony charges for inciting a riot on May 1. That case returns to the courtroom on February 28. Alex Zielinski is the News Editor for the Portland Mercury. She's here to tell stories about economic inequities, cops, civil rights, and weird city politics that you should probably be paying attention to. Alex Zielinski is the News Editor for the Portland Mercury.",True
"The lawsuits were consolidated in a multi-district litigation matter in the U.S. District Court for the Northern District of California. Winston & Strawn attorneys represented NEC Corporation and its U.S. subsidiary NEC Electronics America, Inc. (now known as Renesas Electronics) in both the criminal and civil proceedings. Our strategy of engaging the various plaintiffs differed from that of our client s fellow defendants, many of whom pled guilty to the criminal charges and had multiple executive sent to prison. Our team of attorneys obtained a non-prosecution and cooperation agreement from the DOJ, Antitrust Division, after the DOJ obtained near-record criminal fines from other corporate defendants and 18 plea agreements with individuals.",True
"As a result of the settlement with Google Inc. 's Motorola, Epson will report an extraordinary loss for the first quarter of the current fiscal year, the company said in a statement. Epson Imaging has vigorously defended the lawsuit, Epson said. After careful consideration of the expense of continuing litigation and other factors, however, Epson Imaging has determined that settlement of the. . . In the legal profession, information is the key to success. You have to know what s happening with clients, competitors, practice areas, and industries.",True
"SUNNYVALE/ SANTA CLARA, Calif. Nov. 12, 2009 Intel Corporation and Advanced Micro Devices (NYSE: AMD) today announced a comprehensive agreement to end all outstanding legal disputes between the companies, including antitrust litigation and patent cross license disputes. ",True
"The case settled on mutally agreeable terms. ON Semiconductor v. Samsung Electronics, No. 6-06-cv-00523 (E.D. Tex.) (Judge Davis); Samsung Electronics v. ON Semiconductor, No. 1-06-cv-00720 (D. Del.) (Judge Farnan) We use cookies to deliver our online services.",True
"We would like to thank our counsel, the law firms of Heller, Ehrman, White & McAuliffe and, local counsel, Miller, Alfano & Raspanti, for their integral role in achieving this complete victory for our company."" In 2002, Agere sued Atmel for infringement of three patents related to Tungsten processes, namely, US Patent Nos. 5,102,827 (Chen, et al.); 5,227,335 (Holschwandner, et al.); and 6,323,126 (Chittipeddi, et al.). Agere also sued Atmel for infringement of",True
"IBM in MIU Automation Corp. v. IBM, a patent infringement case involving an encryption device Internet Machines Corporation in Alcatel Internetworking v. Internet Machines Corporation, a misappropriation of trade secrets case involving integrated circuits used in network switches Milestone Entertainment, LLC in Sande Stewart Television, Inc. v. Milestone Entertainment, LLC, a patent infringement case involving novel games of chance Motorola in Power Integrations v. Motorola, Inc., a patent infringement action involving power supply voltage regulatory circuits Sempra Energy in CBSI v. Sempra Energy, a case involving a large software development project Actel Corporation in Actel Corporation v. BTR, Inc., a case involving claims of patent infringement and trade secrets misappropriation relating to a type of integrated circuit known as a Field Programmable Gate Array Actel Corporation in Actel v. QuickLogic Corporation, a patent infringement and misappropriation of trade secrets case involving 10 patents covering a type of integrated circuit known as a Field Programmable Gate Array ",True
"On December 11, 2009, the lead plaintiffs filed a motion to certify the class. According to a press release dated May 5, 2010, Maxim Integrated Products, Inc. (NASDAQ:MXIM) announced that it has entered into a memorandum of understanding reflecting an agreement in principle to settle all claims asserted against all defendants in the putative class action concerning the Company's stock option accounting practices captioned In re Maxim Integrated Products, Inc. Securities Litigation, Case No. C-08-00832-JW (N.D. Cal.).",True
"Sean Kalinich | Dec 19, 2008 at 11:15 am CST (0 mins, 45 secs reading time) The acquisition of Semicoa reduced the number of SST makers from three to two. The US DOJ wants Microsemi to sell off all of Semicoa's assets. The antitrust lawsuit filed Thursday claims that Irvine, Calif.-based Microsemi created a monopoly on parts called small signal transistors, which amplify electrical signals, when the company bought Semicoa in July. ",True
"Glenn W. Trost, Coudert Brothers LLP, of Los Angeles, CA, argued for plaintiffs-appellees in 02-1324, etc. and 03-1046. With him on the briefs for International Rectifier Corporation, was David E. Killough, Vinson & Elkins L.L.P., of Austin, TX. Mark Fowler, Gray Cary Ware & Freidenrich LLP, of Palo Alto, CA, argued for defendants-appellants in 02-1324, etc. and 03-1046.",True
"The Court consolidated all three actions for pre-trial purposes. Intel and Cavium intervened in the various actions between November 2016 and April 2017. Alacritech filed counterclaims and eventually asserted all of the Asserted Patents against both Intervenors. Between them, Intel and Cavium have filed twenty-four IPR petitions since May 2017. On May 9, 2017, Intel filed nine IPR petitions, which are collectively directed to all originally asserted claims of seven of the eight asserted patents.",True
"As a condition of said assignment or transfer, OPTi shall enter into a written agreement with the transferee making any such assignment or transfer expressly subject to this Standstill and Option Agreement contemplated by Paragraphs 5 or 6 and making the assignee or transferee subject to the rights and obligations of OPTi and OPTi Group hereunder. The transferee shall be substituted for OPTi and OPTi Group, as appropriate, throughout this Standstill and Option Agreement. OPTi shall provide such agreement to Renesas. Any attempted or actual transfer of patents or rights in violation of this Paragraph 22 shall be null and the filing by OPTi of a petition in bankruptcy or insolvency which petition or proceeding is not dismissed within sixty (60) days; or any adjudication that OPTi is bankrupt or insolvent; or the filing by OPTi of any petition or answer seeking reorganization, readjustment or arrangement of its business under any law relating to bankruptcy or insolvency which petition or proceeding is not dismissed within sixty (60) days; or the appointment of a receiver for all or substantially all of the property of OPTi; or the making by OPTi of any assignment for the benefit of creditors; or the institution of any proceeding for the liquidation winding up of OPTi s business which petition or proceeding is not dismissed within sixty (60) days. ",False
"2. Huawei Hacks Cisco s Source Code. In 2003, Internet equipment market leader Cisco Systems filed a lawsuit against Huawei, accusing the Chinese company of a systematic and wholesale infringement of Cisco s intellectual property. Cisco accused Huawei of stealing the software code for Cisco s Versatile Routing Platform routers. Routers are the key intelligence inside the global Internet, directing billions of Internet bits and bytes down the right path at blazingly fast speeds. ",True
"Read her research. so often, a case comes along that screams government misuse of power. The Federal Trade Commission s antitrust lawsuit against Qualcomm Inc. is just such a case, by antagonistic competitors China s Huawei included. Even the Department of The May 21 ruling against the company by U.S. District Judge Lucy Koh compounded the injustice. ",True
"The Agreement was signed by then President of LG Chem (current LG vice-Chair) KWON Young-Soo, who led the legal actions. According to Article 4 of the Agreement, LG and SK agreed ""not to take the other party either directly or via affiliates both in and out of the country on injunction in patent infringements and tort trials."" In particular, Article 5 states that the agreement is valid for the next 10 years after the date signed. However, on September 3, 2019, LG Chem filed a complaint with the U.S. ITC and the federal court in Delaware against SK Innovation for the infringement of the Patent No. 775310. SK Innovation considers LG Chem's action this September as a disregard of the agreement signed in 2014, which states there will be no lawsuit on the Patent No. 775310 both in and out of the country for the next 10 years and has, hence, brought a case against SK Innovation. ",True
"Silicon Motion agrees to negotiate with Lexar in good faith Forecast. Furthermore, Lexar will use good faith efforts to purchase a pre-determined quantity of Product defined on Exhibit B ( Estimated Purchase Quantity ) during the 2005 fiscal calendar year, subject to market conditions and competitive product pricing and other terms. In addition, Lexar agrees to buy majority of its total controller requirements from Silicon Motion during the 2005 and 2006 fiscal calendar years. purchased from any Lexar subcontractor where product includes any Silicon Motion controller. The tracking report will include date of purchase order, quantity purchased, quantity received and date received.",False
"Id. The requirement that the 20 alleged infringer knew or should have known his actions would induce actual infringement necessarily 21 includes the requirement that he or she knew of the patent. Id. at 554. Here, plaintiff alleges that 22 defendant has actively induced its customer, XMOS, to produce silicon devises that contain the 23 allegedly infringing design. SAC 29, 36, 43. Plaintiff also alleges that defendant has been aware of 24 the patents at issue since November 2005.",True
"The complaint raised claims for breach of contract, breach of the duty of good faith and fair dealing, and violation of various states consumer protection laws. McLaughlin was later joined by co-plaintiffs Anthony Ferrare and Deborah Aks. All three plaintiffs served as class representatives. The parties reached the current IDT Energy class action settlement after more than a year of negotiations. The settlement will provide qualifying IDT Energy customers with their choice of cash payments, account credits (for current IDT Energy customers), or rebate payments. ",True
"Four of the seven patents named in HP's announcement of its lawsuit originated between 1992 and 1995, from Digital Equipment Corp, Compaq Computer Corp, and HP itself. A fourth, concerning AC mains power selection dates from 1996, and was first filed by HP. The numbers listed by HP for the other two patents refer to non-storage related technologies, according to the US Patent Office web site. EMC's suit was filed in the US District Court in Worcester, Massachusetts, and the patents it refers to all originated from EMC Corp, between 1993 and 1997. For HP to achieve its stated aim and win a court injunction forcing EMC to disable some features of its products, HP's lawyers would not only have to prove have to convince the court that an injunction would serve the public's interest.",True
